movieId,title,genres,genres_clean,tags_combined,content_text,n_ratings,effective_alpha
91688,Salvation Boulevard (2011),Comedy|Thriller,Comedy Thriller,,Comedy Thriller,1,0.11666666666666665
91690,Friends with Kids (2011),Comedy,Comedy,,Comedy,3,0.26249999999999996
91784,Girl Walks Into a Bar (2011),Comedy|Drama|Fantasy,Comedy Drama Fantasy,,Comedy Drama Fantasy,1,0.11666666666666665
91842,Contraband (2012),Action|Crime|Drama|Thriller,Action Crime Drama Thriller,,Action Crime Drama Thriller,2,0.19999999999999998
91860,"Way South, The (De weg naar het zuiden) (1981)",Documentary,Documentary,,Documentary,1,0.11666666666666665
91869,Being Elmo: A Puppeteer's Journey (2011),Documentary,Documentary,,Documentary,1,0.11666666666666665
91873,Joyful Noise (2012),Comedy|Musical,Comedy Musical,,Comedy Musical,1,0.11666666666666665
91890,"Iron Lady, The (2011)",Drama,Drama,,Drama,1,0.11666666666666665
91935,Albatross (2011),Drama,Drama,,Drama,1,0.11666666666666665
91947,"Revenant, The (2009)",Comedy|Horror,Comedy Horror,,Comedy Horror,1,0.11666666666666665
91974,Underworld: Awakening (2012),Action|Fantasy|Horror|IMAX,Action Fantasy Horror IMAX,,Action Fantasy Horror IMAX,5,0.35
91976,"Grey, The (2012)",Action|Drama,Action Drama,,Action Drama,6,0.3818181818181818
91978,Man on a Ledge (2012),Crime|Thriller,Crime Thriller,,Crime Thriller,3,0.26249999999999996
91981,Sacrifice (Zhao shi gu er) (2010),Drama,Drama,,Drama,1,0.11666666666666665
92008,Haywire (2011),Action|Thriller,Action Thriller,,Action Thriller,3,0.26249999999999996
92046,Contact High (2009),Comedy,Comedy,,Comedy,1,0.11666666666666665
92048,"Whistleblower, The (2010)",Drama|Thriller,Drama Thriller,,Drama Thriller,2,0.19999999999999998
92094,Einstein and Eddington (2008),Drama,Drama,,Drama,1,0.11666666666666665
92192,Apollo 18 (2011),Horror|Sci-Fi|Thriller,Horror Sci-Fi Thriller,,Horror Sci-Fi Thriller,1,0.11666666666666665
92198,Seeking Justice (2011),Action|Drama|Thriller,Action Drama Thriller,,Action Drama Thriller,1,0.11666666666666665
92234,Red Tails (2012),Action|Adventure|Drama|War,Action Adventure Drama War,,Action Adventure Drama War,1,0.11666666666666665
92243,"Flowers of War, The (Jin líng shí san chai) (2011)",Drama|War,Drama War,,Drama War,1,0.11666666666666665
92259,Intouchables (2011),Comedy|Drama,Comedy Drama,emotional sexuality,Comedy Drama emotional sexuality,37,0.6166666666666666
92264,One for the Money (2012),Action|Comedy|Crime,Action Comedy Crime,,Action Comedy Crime,2,0.19999999999999998
92309,"Innkeepers, The (2011)",Horror|Thriller,Horror Thriller,,Horror Thriller,2,0.19999999999999998
92348,Puss in Boots (Nagagutsu o haita neko) (1969),Adventure|Animation|Children|Comedy|Fantasy|Romance,Adventure Animation Children Comedy Fantasy Romance,,Adventure Animation Children Comedy Fantasy Romance,1,0.11666666666666665
92391,Grave Encounters (2011),Horror,Horror,,Horror,3,0.26249999999999996
92420,Chronicle (2012),Action|Sci-Fi|Thriller,Action Sci-Fi Thriller,,Action Sci-Fi Thriller,8,0.4307692307692308
92422,"Woman in Black, The (2012)",Drama|Horror|Thriller,Drama Horror Thriller,,Drama Horror Thriller,2,0.19999999999999998
92427,Woman in Love (Rubbeldiekatz) (2011),Comedy,Comedy,,Comedy,1,0.11666666666666665
92439,"Art of Getting By, The (2011)",Drama|Romance,Drama Romance,,Drama Romance,2,0.19999999999999998
92475,All Watched Over by Machines of Loving Grace (2011),Documentary,Documentary,,Documentary,2,0.19999999999999998
92494,Dylan Moran: Monster (2004),Comedy|Documentary,Comedy Documentary,,Comedy Documentary,1,0.11666666666666665
92507,Safe House (2012),Action|Crime|Mystery|Thriller,Action Crime Mystery Thriller,,Action Crime Mystery Thriller,4,0.31111111111111106
92509,"Vow, The (2012)",Drama|Romance,Drama Romance,,Drama Romance,3,0.26249999999999996
92535,Louis C.K.: Live at the Beacon Theater (2011),Comedy,Comedy,,Comedy,10,0.4666666666666666
92637,Pitfall (Otoshiana) (1962),Crime|Drama|Fantasy,Crime Drama Fantasy,,Crime Drama Fantasy,1,0.11666666666666665
92643,Monsieur Lazhar (2011),Children|Comedy|Drama,Children Comedy Drama,,Children Comedy Drama,2,0.19999999999999998
92665,"For a Good Time, Call... (2012)",Comedy|Drama|Romance,Comedy Drama Romance,,Comedy Drama Romance,1,0.11666666666666665
92674,Janie Jones (2010),Drama|Musical,Drama Musical,,Drama Musical,1,0.11666666666666665
92681,Journey 2: The Mysterious Island (2012),Action|Adventure|Comedy|Sci-Fi|IMAX,Action Adventure Comedy Sci-Fi IMAX,,Action Adventure Comedy Sci-Fi IMAX,1,0.11666666666666665
92694,Perfect Sense (2011),Drama|Romance|Sci-Fi,Drama Romance Sci-Fi,,Drama Romance Sci-Fi,2,0.19999999999999998
92730,Rollo and the Woods Sprite (Rölli ja metsänhenki) (2001),Children|Fantasy,Children Fantasy,,Children Fantasy,1,0.11666666666666665
92760,"Atomic Brain, The (1963)",Horror|Sci-Fi,Horror Sci-Fi,,Horror Sci-Fi,1,0.11666666666666665
92938,Ghost Rider: Spirit of Vengeance (2012),Action|Fantasy|Thriller,Action Fantasy Thriller,,Action Fantasy Thriller,5,0.35
92954,Prayers for Bobby (2009),Drama,Drama,,Drama,1,0.11666666666666665
93006,"Very Potter Musical, A (2009)",Comedy|Musical,Comedy Musical,,Comedy Musical,2,0.19999999999999998
93008,"Very Potter Sequel, A (2010)",Comedy|Musical,Comedy Musical,,Comedy Musical,1,0.11666666666666665
93022,Miss Nobody (2010),Comedy|Crime,Comedy Crime,,Comedy Crime,1,0.11666666666666665
93040,"Civil War, The (1990)",Documentary|War,Documentary War,,Documentary War,1,0.11666666666666665
93114,Ro.Go.Pa.G. (1963),Comedy|Drama,Comedy Drama,,Comedy Drama,1,0.11666666666666665
93134,"Women on the 6th Floor, The (Les Femmes du 6ème Étage) (2010)",Comedy,Comedy,,Comedy,1,0.11666666666666665
93139,Mega Shark vs. Crocosaurus (2010),Action|Adventure|Horror,Action Adventure Horror,,Action Adventure Horror,1,0.11666666666666665
93193,Red Hill (2010),Crime|Thriller|Western,Crime Thriller Western,,Crime Thriller Western,1,0.11666666666666665
93208,Mickey's The Prince and the Pauper (1990),Animation|Children,Animation Children,,Animation Children,1,0.11666666666666665
93242,Gone (2012),Drama|Thriller,Drama Thriller,,Drama Thriller,1,0.11666666666666665
93270,Project X (2012),Comedy,Comedy,,Comedy,8,0.4307692307692308
93272,Dr. Seuss' The Lorax (2012),Animation|Fantasy|Musical|IMAX,Animation Fantasy Musical IMAX,,Animation Fantasy Musical IMAX,5,0.35
93287,"Big Year, The (2011)",Comedy,Comedy,,Comedy,4,0.31111111111111106
93297,Act of Valor (2012),Action|Thriller|War,Action Thriller War,,Action Thriller War,2,0.19999999999999998
93320,Trailer Park Boys (1999),Comedy|Crime,Comedy Crime,,Comedy Crime,1,0.11666666666666665
93326,This Means War (2012),Action|Comedy|Romance,Action Comedy Romance,,Action Comedy Romance,11,0.48124999999999996
93363,John Carter (2012),Action|Adventure|Sci-Fi|IMAX,Action Adventure Sci-Fi IMAX,,Action Adventure Sci-Fi IMAX,11,0.48124999999999996
93443,Goon (2011),Comedy|Drama,Comedy Drama,,Comedy Drama,4,0.31111111111111106
93502,"Ledge, The (2011)",Drama|Thriller,Drama Thriller,,Drama Thriller,1,0.11666666666666665
93510,21 Jump Street (2012),Action|Comedy|Crime,Action Comedy Crime,,Action Comedy Crime,26,0.5870967741935483
93512,"Jeff, Who Lives at Home (2012)",Comedy|Drama,Comedy Drama,,Comedy Drama,1,0.11666666666666665
93563,Lockout (2012),Action|Sci-Fi|Thriller,Action Sci-Fi Thriller,,Action Sci-Fi Thriller,3,0.26249999999999996
93598,"Snowtown (Snowtown Murders, The) (2011)",Crime|Drama|Thriller,Crime Drama Thriller,,Crime Drama Thriller,1,0.11666666666666665
93610,Space Battleship Yamato (2010),Action|Adventure|Drama,Action Adventure Drama,,Action Adventure Drama,1,0.11666666666666665
93721,Jiro Dreams of Sushi (2011),Documentary,Documentary,,Documentary,5,0.35
93723,Damsels in Distress (2011),Comedy|Romance,Comedy Romance,,Comedy Romance,2,0.19999999999999998
93740,Salmon Fishing in the Yemen (2011),Comedy|Drama|Romance,Comedy Drama Romance,,Comedy Drama Romance,1,0.11666666666666665
93766,Wrath of the Titans (2012),Action|Adventure|Fantasy|IMAX,Action Adventure Fantasy IMAX,,Action Adventure Fantasy IMAX,4,0.31111111111111106
93790,Detachment (2011),Drama,Drama,,Drama,1,0.11666666666666665
93805,Iron Sky (2012),Action|Comedy|Sci-Fi,Action Comedy Sci-Fi,,Action Comedy Sci-Fi,2,0.19999999999999998
93819,Absentia (2011),Horror,Horror,,Horror,1,0.11666666666666665
93831,American Reunion (American Pie 4) (2012),Comedy,Comedy,,Comedy,4,0.31111111111111106
93838,The Raid: Redemption (2011),Action|Crime,Action Crime,,Action Crime,9,0.45
93840,"Cabin in the Woods, The (2012)",Comedy|Horror|Sci-Fi|Thriller,Comedy Horror Sci-Fi Thriller,,Comedy Horror Sci-Fi Thriller,22,0.5703703703703703
93855,God Bless America (2011),Comedy|Drama,Comedy Drama,,Comedy Drama,1,0.11666666666666665
93980,"Three Stooges, The (2012)",Comedy,Comedy,,Comedy,2,0.19999999999999998
93982,"Raven, The (2012)",Mystery|Thriller,Mystery Thriller,,Mystery Thriller,1,0.11666666666666665
93988,North & South (2004),Drama|Romance,Drama Romance,,Drama Romance,1,0.11666666666666665
94011,"Big Bang, The (2011)",Action|Thriller,Action Thriller,,Action Thriller,1,0.11666666666666665
94015,Mirror Mirror (2012),Adventure|Comedy|Fantasy,Adventure Comedy Fantasy,,Adventure Comedy Fantasy,4,0.31111111111111106
94018,Battleship (2012),Action|Sci-Fi|Thriller|IMAX,Action Sci-Fi Thriller IMAX,,Action Sci-Fi Thriller IMAX,3,0.26249999999999996
94070,"Best Exotic Marigold Hotel, The (2011)",Comedy|Drama,Comedy Drama,,Comedy Drama,4,0.31111111111111106
94122,Comic-Con Episode IV: A Fan's Hope (2011),Documentary,Documentary,,Documentary,1,0.11666666666666665
94130,Bully (2011),Documentary,Documentary,,Documentary,2,0.19999999999999998
94150,Hysteria (2011),Comedy|Romance,Comedy Romance,,Comedy Romance,2,0.19999999999999998
94160,Dante's Inferno: An Animated Epic (2010),Action|Animation|Fantasy,Action Animation Fantasy,,Action Animation Fantasy,1,0.11666666666666665
94262,"Atomic Submarine, The (1959)",Sci-Fi|Thriller,Sci-Fi Thriller,,Sci-Fi Thriller,1,0.11666666666666665
94266,"Five-Year Engagement, The (2012)",Comedy|Romance,Comedy Romance,,Comedy Romance,4,0.31111111111111106
94323,Think Like a Man (2012),Comedy,Comedy,,Comedy,2,0.19999999999999998
94325,"Lucky One, The (2012)",Drama,Drama,,Drama,1,0.11666666666666665
94405,Safe (2012),Action|Crime|Thriller,Action Crime Thriller,,Action Crime Thriller,2,0.19999999999999998
94478,Dark Shadows (2012),Comedy|Horror|IMAX,Comedy Horror IMAX,,Comedy Horror IMAX,6,0.3818181818181818
94494,96 Minutes (2011) ,Drama|Thriller,Drama Thriller,,Drama Thriller,1,0.11666666666666665
94503,"Decoy Bride, The (2011)",Comedy|Romance,Comedy Romance,,Comedy Romance,3,0.26249999999999996
94661,Rocket Singh: Salesman of the Year (2009),Comedy|Drama,Comedy Drama,,Comedy Drama,1,0.11666666666666665
94677,"Dictator, The (2012)",Comedy,Comedy,,Comedy,17,0.5409090909090909
94735,Walking with Monsters (2005),Documentary,Documentary,,Documentary,1,0.11666666666666665
94777,Men in Black III (M.III.B.) (M.I.B.³) (2012),Action|Comedy|Sci-Fi|IMAX,Action Comedy Sci-Fi IMAX,,Action Comedy Sci-Fi IMAX,18,0.5478260869565217
94780,Snow White and the Huntsman (2012),Action|Adventure|Drama,Action Adventure Drama,,Action Adventure Drama,6,0.3818181818181818
94799,Sound of My Voice (2011),Drama|Mystery|Sci-Fi,Drama Mystery Sci-Fi,,Drama Mystery Sci-Fi,1,0.11666666666666665
94810,Eva (2011),Drama|Fantasy|Sci-Fi,Drama Fantasy Sci-Fi,,Drama Fantasy Sci-Fi,1,0.11666666666666665
94833,"Pirates! Band of Misfits, The (2012)",Adventure|Animation|Children|Comedy,Adventure Animation Children Comedy,,Adventure Animation Children Comedy,3,0.26249999999999996
94864,Prometheus (2012),Action|Horror|Sci-Fi|IMAX,Action Horror Sci-Fi IMAX,,Action Horror Sci-Fi IMAX,27,0.590625
94867,"Pact, The (2012)",Horror|Mystery|Thriller,Horror Mystery Thriller,,Horror Mystery Thriller,1,0.11666666666666665
94896,Bernie (2011),Comedy|Crime|Drama,Comedy Crime Drama,,Comedy Crime Drama,2,0.19999999999999998
94919,Inhale (2010),Drama|Thriller,Drama Thriller,,Drama Thriller,1,0.11666666666666665
94931,Take This Waltz (2011),Drama|Romance,Drama Romance,,Drama Romance,1,0.11666666666666665
94953,Wanderlust (2012),Comedy,Comedy,,Comedy,5,0.35
94959,Moonrise Kingdom (2012),Comedy|Drama|Romance,Comedy Drama Romance,quirky,Comedy Drama Romance quirky,29,0.5970588235294118
94985,Get the Gringo (2012),Action|Crime|Drama|Thriller,Action Crime Drama Thriller,,Action Crime Drama Thriller,3,0.26249999999999996
95004,Superman/Doomsday (2007) ,Action|Animation,Action Animation,,Action Animation,1,0.11666666666666665
95067,"Thousand Words, A (2012)",Comedy|Drama,Comedy Drama,interesting scenario,Comedy Drama interesting scenario,3,0.26249999999999996
95088,Safety Not Guaranteed (2012),Comedy|Drama,Comedy Drama,,Comedy Drama,6,0.3818181818181818
95105,Madagascar 3: Europe's Most Wanted (2012),Adventure|Animation|Children|Comedy|IMAX,Adventure Animation Children Comedy IMAX,,Adventure Animation Children Comedy IMAX,9,0.45
95135,Your Sister's Sister (2011),Comedy|Drama,Comedy Drama,,Comedy Drama,1,0.11666666666666665
95145,Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu) (1986),Action|Adventure|Animation|Children,Action Adventure Animation Children,,Action Adventure Animation Children,1,0.11666666666666665
95147,Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime) (1987),Action|Adventure|Animation|Children,Action Adventure Animation Children,,Action Adventure Animation Children,2,0.19999999999999998
95149,Superman/Batman: Public Enemies (2009),Action|Animation|Fantasy,Action Animation Fantasy,,Action Animation Fantasy,1,0.11666666666666665
95163,Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken) (1988),Action|Adventure|Animation|Children,Action Adventure Animation Children,,Action Adventure Animation Children,1,0.11666666666666665
95165,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) (1990),Action|Adventure|Animation|Sci-Fi|Thriller,Action Adventure Animation Sci-Fi Thriller,,Action Adventure Animation Sci-Fi Thriller,1,0.11666666666666665
95167,Brave (2012),Action|Adventure|Animation|Children,Action Adventure Animation Children,,Action Adventure Animation Children,30,0.6
95170,Beauty and the Beast: The Enchanted Christmas (1997),Animation|Children|Fantasy|Musical,Animation Children Fantasy Musical,,Animation Children Fantasy Musical,1,0.11666666666666665
95175,Front of the Class (2008),Drama,Drama,,Drama,1,0.11666666666666665
95182,Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990),Action|Adventure|Animation|Sci-Fi,Action Adventure Animation Sci-Fi,,Action Adventure Animation Sci-Fi,2,0.19999999999999998
95193,Pocahontas II: Journey to a New World (1998) ,Adventure|Animation|Children,Adventure Animation Children,,Adventure Animation Children,1,0.11666666666666665
95199,What to Expect When You're Expecting (2012),Comedy|Drama|Romance,Comedy Drama Romance,,Comedy Drama Romance,1,0.11666666666666665
95201,To Rome with Love (2012),Comedy,Comedy,,Comedy,1,0.11666666666666665
95207,Abraham Lincoln: Vampire Hunter (2012),Action|Fantasy|Horror|Thriller,Action Fantasy Horror Thriller,,Action Fantasy Horror Thriller,6,0.3818181818181818
95218,First Position (2011),Documentary,Documentary,,Documentary,1,0.11666666666666665
95307,Rock of Ages (2012),Comedy|Drama|Musical|IMAX,Comedy Drama Musical IMAX,,Comedy Drama Musical IMAX,4,0.31111111111111106
95309,Seeking a Friend for the End of the World (2012),Comedy|Drama|Romance,Comedy Drama Romance,,Comedy Drama Romance,3,0.26249999999999996
95311,Presto (2008),Animation|Children|Comedy|Fantasy,Animation Children Comedy Fantasy,,Animation Children Comedy Fantasy,1,0.11666666666666665
95313,Jack-Jack Attack (2005),Adventure|Animation|Children|Comedy,Adventure Animation Children Comedy,,Adventure Animation Children Comedy,1,0.11666666666666665
95377,One Man Band (2005),Animation|Comedy|Musical,Animation Comedy Musical,,Animation Comedy Musical,3,0.26249999999999996
95441,Ted (2012),Comedy|Fantasy,Comedy Fantasy,crude humor,Comedy Fantasy crude humor,21,0.5653846153846154
95449,Magic Mike (2012),Drama|Romance,Drama Romance,,Drama Romance,5,0.35
95473,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992),Action|Adventure|Animation,Action Adventure Animation,,Action Adventure Animation,1,0.11666666666666665
95475,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991),Action|Adventure|Animation,Action Adventure Animation,,Action Adventure Animation,2,0.19999999999999998
95497,Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin) (1992),Action|Adventure|Animation,Action Adventure Animation,,Action Adventure Animation,2,0.19999999999999998
95499,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993),Action|Adventure|Animation,Action Adventure Animation,,Action Adventure Animation,1,0.11666666666666665
95508,Cleanskin (2012),Crime|Drama|Thriller,Crime Drama Thriller,,Crime Drama Thriller,1,0.11666666666666665
95510,"Amazing Spider-Man, The (2012)",Action|Adventure|Sci-Fi|IMAX,Action Adventure Sci-Fi IMAX,,Action Adventure Sci-Fi IMAX,30,0.6
95519,Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu) (1993),Action|Adventure|Animation|Fantasy,Action Adventure Animation Fantasy,,Action Adventure Animation Fantasy,1,0.11666666666666665
95543,Ice Age 4: Continental Drift (2012),Adventure|Animation|Comedy,Adventure Animation Comedy,,Adventure Animation Comedy,6,0.3818181818181818
95558,Beasts of the Southern Wild (2012),Drama|Fantasy,Drama Fantasy,beautiful emotional poetic,Drama Fantasy beautiful emotional poetic,7,0.4083333333333333
95583,Savages (2012),Crime|Drama|Thriller,Crime Drama Thriller,,Crime Drama Thriller,2,0.19999999999999998
95624,"Firm, The (2009)",Drama,Drama,,Drama,1,0.11666666666666665
95633,Spirit Camp (2009),Horror,Horror,,Horror,1,0.11666666666666665
95654,Geri's Game (1997),Animation|Children,Animation Children,,Animation Children,3,0.26249999999999996
95690,Some Guy Who Kills People (2011),Comedy|Thriller,Comedy Thriller,,Comedy Thriller,1,0.11666666666666665
95717,Treasure Island (2012),Adventure,Adventure,,Adventure,1,0.11666666666666665
95720,"Watch, The (2012)",Comedy|Sci-Fi,Comedy Sci-Fi,,Comedy Sci-Fi,9,0.45
95738,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)",Children|Musical|Mystery,Children Musical Mystery,,Children Musical Mystery,1,0.11666666666666665
95744,2 Days in New York (2012),Comedy,Comedy,,Comedy,1,0.11666666666666665
95761,Killer Joe (2011),Crime|Thriller,Crime Thriller,,Crime Thriller,1,0.11666666666666665
95771,Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai) (1994),Action|Adventure|Animation,Action Adventure Animation,,Action Adventure Animation,1,0.11666666666666665
95780,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da) (1994),Action|Adventure|Animation,Action Adventure Animation,,Action Adventure Animation,1,0.11666666666666665
95796,Anaconda: The Offspring (2008),Action|Horror|Sci-Fi|Thriller,Action Horror Sci-Fi Thriller,,Action Horror Sci-Fi Thriller,1,0.11666666666666665
95839,"Christmas Carol, A (1999)",Drama|Fantasy,Drama Fantasy,,Drama Fantasy,1,0.11666666666666665
95843,Goodbye Charlie (1964),Comedy|Fantasy|Romance,Comedy Fantasy Romance,,Comedy Fantasy Romance,1,0.11666666666666665
95858,For the Birds (2000),Animation|Children|Comedy,Animation Children Comedy,,Animation Children Comedy,5,0.35
95873,Ruby Sparks (2012),Comedy|Fantasy|Romance,Comedy Fantasy Romance,,Comedy Fantasy Romance,4,0.31111111111111106
95875,Total Recall (2012),Action|Sci-Fi|Thriller,Action Sci-Fi Thriller,,Action Sci-Fi Thriller,8,0.4307692307692308
95939,"Angels' Share, The (2012)",Comedy|Drama,Comedy Drama,,Comedy Drama,1,0.11666666666666665
95949,"Immature, The (Immaturi) (2011)",Comedy,Comedy,,Comedy,1,0.11666666666666665
95965,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990),Action|Adventure|Animation,Action Adventure Animation,,Action Adventure Animation,1,0.11666666666666665
96004,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),Action|Adventure|Animation,Action Adventure Animation,,Action Adventure Animation,2,0.19999999999999998
96007,Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) (1997),Action|Adventure|Animation,Action Adventure Animation,,Action Adventure Animation,1,0.11666666666666665
96020,Sidewalls (Medianeras) (2011),Drama,Drama,,Drama,3,0.26249999999999996
96079,Skyfall (2012),Action|Adventure|Thriller|IMAX,Action Adventure Thriller IMAX,beautiful cinematography beautifully filmed cinematography,Action Adventure Thriller IMAX beautiful cinematography beautifully filmed cinematography,50,0.6363636363636364
96084,Hands Over the City (Le mani sulla città) (1963),Drama,Drama,city politics italy political right versus left,Drama city politics italy political right versus left,1,0.11666666666666665
96110,"Campaign, The (2012)",Comedy,Comedy,,Comedy,9,0.45
96114,Brake (2012),Crime|Thriller,Crime Thriller,,Crime Thriller,1,0.11666666666666665
96121,Hope Springs (2012),Comedy|Drama,Comedy Drama,,Comedy Drama,1,0.11666666666666665
96150,"Queen of Versailles, The (2012)",Documentary,Documentary,,Documentary,1,0.11666666666666665
96281,ParaNorman (2012),Adventure|Animation|Comedy,Adventure Animation Comedy,,Adventure Animation Comedy,2,0.19999999999999998
96283,Diary of a Wimpy Kid: Dog Days (2012),Children|Comedy,Children Comedy,,Children Comedy,1,0.11666666666666665
96373,Broken (2012),Drama,Drama,,Drama,1,0.11666666666666665
96411,6 Days to Air: The Making of South Park (2011),Documentary,Documentary,,Documentary,1,0.11666666666666665
96417,Premium Rush (2012),Action|Thriller,Action Thriller,,Action Thriller,5,0.35
96430,"Odd Life of Timothy Green, The (2012)",Comedy|Drama|Fantasy,Comedy Drama Fantasy,,Comedy Drama Fantasy,1,0.11666666666666665
96432,Lawless (2012),Crime|Drama,Crime Drama,,Crime Drama,4,0.31111111111111106
96448,Piranha 3DD (a.k.a. Piranha DD) (2012),Comedy|Horror,Comedy Horror,,Comedy Horror,3,0.26249999999999996
96471,Prime Suspect 3 (1993),Crime|Drama|Mystery,Crime Drama Mystery,,Crime Drama Mystery,1,0.11666666666666665
96488,Searching for Sugar Man (2012),Documentary,Documentary,,Documentary,4,0.31111111111111106
96518,Prime Suspect 6: The Last Witness (2003),Drama|Thriller,Drama Thriller,,Drama Thriller,1,0.11666666666666665
96520,Prime Suspect: The Lost Child (1995),Drama|Mystery,Drama Mystery,,Drama Mystery,1,0.11666666666666665
96530,Conception (2011),Comedy|Romance,Comedy Romance,,Comedy Romance,1,0.11666666666666665
96563,Paradise Lost 3: Purgatory (2011),Documentary,Documentary,,Documentary,1,0.11666666666666665
96567,"Words, The (2012)",Drama|Romance,Drama Romance,,Drama Romance,1,0.11666666666666665
96588,Pitch Perfect (2012),Comedy|Musical,Comedy Musical,,Comedy Musical,20,0.5599999999999999
96606,Samsara (2011),Documentary,Documentary,,Documentary,3,0.26249999999999996
96608,Runaway Brain (1995) ,Animation|Comedy|Sci-Fi,Animation Comedy Sci-Fi,,Animation Comedy Sci-Fi,1,0.11666666666666665
96610,Looper (2012),Action|Crime|Sci-Fi,Action Crime Sci-Fi,,Action Crime Sci-Fi,32,0.6054054054054054
96616,That's My Boy (2012),Comedy,Comedy,,Comedy,3,0.26249999999999996
96655,Robot & Frank (2012),Comedy|Drama|Sci-Fi,Comedy Drama Sci-Fi,,Comedy Drama Sci-Fi,3,0.26249999999999996
96691,Resident Evil: Retribution (2012),Action|Horror|Sci-Fi|IMAX,Action Horror Sci-Fi IMAX,,Action Horror Sci-Fi IMAX,2,0.19999999999999998
96726,Lola Versus (2012),Comedy|Romance,Comedy Romance,,Comedy Romance,1,0.11666666666666665
96728,"Master, The (2012)",Drama,Drama,,Drama,6,0.3818181818181818
96737,Dredd (2012),Action|Sci-Fi,Action Sci-Fi,,Action Sci-Fi,14,0.5157894736842105
96811,End of Watch (2012),Crime|Drama|Thriller,Crime Drama Thriller,,Crime Drama Thriller,6,0.3818181818181818
96815,V/H/S (2012),Horror|Thriller,Horror Thriller,,Horror Thriller,2,0.19999999999999998
96821,"Perks of Being a Wallflower, The (2012)",Drama|Romance,Drama Romance,,Drama Romance,20,0.5599999999999999
96829,"Hunt, The (Jagten) (2012)",Drama,Drama,,Drama,10,0.4666666666666666
96832,Holy Motors (2012),Drama|Fantasy|Musical|Mystery|Sci-Fi,Drama Fantasy Musical Mystery Sci-Fi,,Drama Fantasy Musical Mystery Sci-Fi,1,0.11666666666666665
96861,Taken 2 (2012),Action|Crime|Drama|Thriller,Action Crime Drama Thriller,istanbul liam neeson predictable turkey unnecessary sequel,Action Crime Drama Thriller istanbul liam neeson predictable turkey unnecessary sequel,7,0.4083333333333333
96917,House at the End of the Street (2012),Horror|Thriller,Horror Thriller,,Horror Thriller,1,0.11666666666666665
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),Comedy|Fantasy|Romance,Comedy Fantasy Romance,,Comedy Fantasy Romance,1,0.11666666666666665
96945,Love Lasts Three Years (L'amour dure trois ans) (2011),Comedy|Drama|Romance,Comedy Drama Romance,,Comedy Drama Romance,1,0.11666666666666665
96964,"Tall Man, The (2012)",Crime|Drama|Mystery,Crime Drama Mystery,,Crime Drama Mystery,1,0.11666666666666665
96975,LOL (2012),Comedy|Drama|Romance,Comedy Drama Romance,,Comedy Drama Romance,1,0.11666666666666665
97024,Rust and Bone (De rouille et d'os) (2012),Drama|Romance,Drama Romance,,Drama Romance,1,0.11666666666666665
97168,Marley (2012),Documentary,Documentary,,Documentary,2,0.19999999999999998
97172,Frankenweenie (2012),Animation|Comedy|Horror|IMAX,Animation Comedy Horror IMAX,,Animation Comedy Horror IMAX,2,0.19999999999999998
97188,Sinister (2012),Horror|Thriller,Horror Thriller,,Horror Thriller,1,0.11666666666666665
97194,"Thing: Terror Takes Shape, The (1998)",Documentary,Documentary,,Documentary,1,0.11666666666666665
97225,Hotel Transylvania (2012),Animation|Children|Comedy,Animation Children Comedy,,Animation Children Comedy,11,0.48124999999999996
97230,Side by Side (2012),Documentary,Documentary,,Documentary,1,0.11666666666666665
